DS,Y
2023-06-30T22:22:15.188935,5
2023-06-30T22:37:23.900021,5
2023-06-30T22:52:28.966371,5
2023-06-30T23:07:36.239994,5
2023-06-30T23:22:43.174677,5
2023-06-30T23:37:49.944499,5
2023-06-30T23:52:57.285219,5
2023-07-01T00:08:04.114524,1
2023-07-01T00:23:11.798024,1
2023-07-01T00:38:20.402424,1
2023-07-01T00:53:26.920404,1
2023-07-01T01:08:33.542569,1
2023-07-01T01:23:41.002364,1
2023-07-01T01:38:48.39055,1
2023-07-01T01:53:53.693723,1
2023-07-01T02:09:01.096627,1
2023-07-01T02:24:07.772973,1
2023-07-01T02:39:16.110841,1
2023-07-01T02:54:23.176902,1
2023-07-01T03:09:29.383087,1
2023-07-01T03:24:36.671183,1
2023-07-01T03:39:43.366633,1
2023-07-01T03:54:51.603506,1
2023-07-01T04:09:58.619757,2
2023-07-01T04:25:05.840391,2
2023-07-01T04:40:15.528123,1
2023-07-01T04:55:25.561099,1
2023-07-01T05:10:32.728479,1
2023-07-01T05:25:39.585224,1
2023-07-01T05:40:46.348579,3
2023-07-01T05:55:53.592104,4
2023-07-01T06:11:00.351191,5
2023-07-01T06:26:06.096624,6
2023-07-01T06:41:14.067153,6
2023-07-01T06:56:20.910778,8
2023-07-01T07:11:28.532316,13
2023-07-01T07:26:34.047119,16
2023-07-01T07:41:41.506376,22
2023-07-01T07:56:49.405105,24
2023-07-01T08:11:54.38802,26
2023-07-01T08:27:01.582971,28
2023-07-01T08:42:09.44077,30
2023-07-01T08:57:17.285558,30
2023-07-01T09:12:22.612538,32
2023-07-01T09:27:30.165241,35
2023-07-01T09:42:37.632439,36
2023-07-01T09:57:45.288778,37
2023-07-01T10:12:50.429021,37
2023-07-01T10:28:00.001585,38
2023-07-01T10:43:06.935909,38
2023-07-01T10:58:16.394543,38
2023-07-01T11:13:24.308241,37
2023-07-01T11:28:31.823603,35
2023-07-01T11:43:37.196457,36
2023-07-01T11:58:44.666534,36
2023-07-01T12:13:50.101696,35
2023-07-01T12:28:55.655522,35
2023-07-01T12:44:01.341615,35
2023-07-01T12:59:06.792282,32
2023-07-01T13:14:15.33544,29
2023-07-01T13:29:23.227787,29
2023-07-01T13:44:30.983366,27
2023-07-01T13:59:39.795223,26
2023-07-01T14:14:47.17969,24
2023-07-01T14:29:52.495256,24
2023-07-01T14:44:58.029917,22
2023-07-01T15:00:05.247323,20
2023-07-01T15:15:13.233929,19
2023-07-01T15:30:20.763265,15
2023-07-01T15:45:28.692834,13
2023-07-01T16:00:36.458567,13
2023-07-01T16:15:43.282346,13
2023-07-01T16:30:50.540635,13
2023-07-01T16:45:58.14696,14
2023-07-01T17:01:05.836422,13
2023-07-01T17:16:14.499642,11
2023-07-01T17:31:21.667683,10
2023-07-01T17:46:29.693649,10
2023-07-01T18:01:36.993749,8
2023-07-01T18:16:43.97149,8
2023-07-01T18:31:50.942843,8
2023-07-01T18:46:59.118655,7
2023-07-01T19:02:08.124116,6
2023-07-01T19:17:13.443446,6
2023-07-01T19:32:21.372291,4
2023-07-01T19:47:28.113803,3
2023-07-01T20:02:35.744049,3
2023-07-01T20:17:42.216413,3
2023-07-01T20:32:50.317011,3
2023-07-01T20:47:57.473503,3
2023-07-01T21:03:05.028891,3
2023-07-01T21:18:14.012292,3
2023-07-01T21:33:19.201569,3
2023-07-01T21:48:24.674857,3
2023-07-01T22:03:34.406408,3
2023-07-01T22:18:41.896608,3
2023-07-01T22:33:49.154129,3
2023-07-01T22:48:56.991234,3
2023-07-01T23:04:04.161007,3
2023-07-01T23:19:11.22611,3
2023-07-01T23:34:18.213141,3
2023-07-01T23:49:25.34203,3
2023-07-02T00:04:32.305891,1
2023-07-02T00:19:39.52533,1
2023-07-02T00:34:46.540141,1
2023-07-02T00:49:54.618662,1
2023-07-02T01:05:01.451263,1
2023-07-02T01:20:09.074929,1
2023-07-02T01:35:17.640242,1
2023-07-02T01:50:24.933204,1
2023-07-02T02:05:33.555703,1
2023-07-02T02:20:40.552822,1
2023-07-02T02:35:47.233125,1
2023-07-02T02:50:54.814667,1
2023-07-02T03:06:01.636709,1
2023-07-02T03:21:09.445006,1
2023-07-02T03:36:14.707743,1
2023-07-02T03:51:19.964333,1
2023-07-02T04:06:26.94816,2
2023-07-02T04:21:34.688819,2
2023-07-02T04:36:42.908624,2
2023-07-02T04:51:49.928398,2
2023-07-02T05:06:56.97414,2
2023-07-02T05:22:03.732831,3
2023-07-02T05:37:11.467592,3
2023-07-02T05:52:20.480265,2
2023-07-02T06:07:27.385614,3
2023-07-02T06:22:35.106517,5
2023-07-02T06:37:40.541197,5
2023-07-02T06:52:47.850875,5
2023-07-02T07:07:55.393236,6
2023-07-02T07:23:02.840571,8
2023-07-02T07:38:10.901281,10
2023-07-02T07:53:18.525191,11
2023-07-02T08:08:25.383616,13
2023-07-02T08:23:32.876328,14
2023-07-02T08:38:40.535779,17
2023-07-02T08:53:46.585335,19
2023-07-02T09:08:51.801045,23
2023-07-02T09:23:59.244165,24
2023-07-02T09:39:06.149582,24
2023-07-02T09:54:15.911513,26
2023-07-02T10:09:22.800525,28
2023-07-02T10:24:29.346015,28
2023-07-02T10:39:36.901208,30
2023-07-02T10:54:46.43541,29
2023-07-02T11:09:54.222915,27
2023-07-02T11:24:59.612858,26
2023-07-02T11:40:05.523013,27
2023-07-02T11:56:12.233296,0
2023-07-02T12:11:18.198626,27
2023-07-02T12:26:25.576424,26
2023-07-02T12:41:32.419176,26
2023-07-02T12:56:39.84596,24
2023-07-02T13:11:46.59724,25
2023-07-02T13:26:53.554539,25
2023-07-02T13:42:00.524561,25
2023-07-02T13:57:07.529256,21
2023-07-02T14:12:16.759515,21
2023-07-02T14:27:23.768383,19
2023-07-02T14:42:31.789027,17
2023-07-02T14:57:38.981789,17
2023-07-02T15:12:46.717958,15
2023-07-02T15:27:53.577791,14
2023-07-02T15:43:01.288256,13
2023-07-02T15:58:09.215818,12
2023-07-02T16:13:17.003373,12
2023-07-02T16:28:22.496848,12
2023-07-02T16:43:29.765148,11
2023-07-02T16:58:36.933687,10
2023-07-02T17:13:43.762406,10
2023-07-02T17:28:51.911844,9
2023-07-02T17:43:59.636325,9
2023-07-02T17:59:06.569087,8
2023-07-02T18:14:13.917877,8
2023-07-02T18:29:23.097353,7
2023-07-02T18:44:30.062048,7
2023-07-02T18:59:37.338566,6
2023-07-02T19:14:44.604023,6
2023-07-02T19:29:51.067281,5
2023-07-02T19:44:58.652651,4
2023-07-02T20:00:05.669706,5
2023-07-02T20:15:15.241987,4
2023-07-02T20:30:22.528284,4
2023-07-02T20:45:30.342737,4
2023-07-02T21:00:37.519971,4
2023-07-02T21:15:44.577424,4
2023-07-02T21:30:49.943895,4
2023-07-02T21:45:56.774626,4
2023-07-02T22:01:04.522519,4
2023-07-02T22:16:13.604865,4
2023-07-02T22:31:20.6349,4
2023-07-02T22:46:27.968533,4
2023-07-02T23:01:35.39797,4
2023-07-02T23:16:40.903309,4
2023-07-02T23:31:48.269987,4
2023-07-02T23:46:56.052196,4
2023-07-03T00:02:03.218506,1
2023-07-03T00:17:10.674379,1
2023-07-03T00:32:17.745289,1
2023-07-03T00:47:25.181362,1
2023-07-03T01:02:31.920128,1
2023-07-03T01:17:39.308072,1
2023-07-03T01:32:46.768314,1
2023-07-03T01:47:54.069783,1
2023-07-03T02:03:01.168577,1
2023-07-03T02:18:09.152265,1
2023-07-03T02:33:16.864519,1
2023-07-03T02:48:23.540654,1
2023-07-03T03:03:31.76139,1
2023-07-03T03:19:27.013153,0
2023-07-03T03:34:31.305687,1
2023-07-03T03:49:38.676481,2
2023-07-03T04:04:46.776192,2
2023-07-03T04:19:54.118375,2
2023-07-03T04:35:01.31695,3
2023-07-03T04:50:08.607521,3
2023-07-03T05:05:16.541575,3
2023-07-03T05:20:25.771708,3
2023-07-03T05:35:33.115929,3
2023-07-03T05:50:40.943912,3
2023-07-03T06:05:46.721522,4
2023-07-03T06:20:54.299587,5
2023-07-03T06:36:02.104861,7
2023-07-03T06:51:13.770821,7
2023-07-03T07:06:22.037857,10
2023-07-03T07:21:30.192881,10
2023-07-03T07:36:38.691466,10
2023-07-03T07:51:47.535171,13
2023-07-03T08:06:55.665055,14
2023-07-03T08:22:03.504217,15
2023-07-03T08:37:14.192388,16
2023-07-03T08:52:22.146538,18
2023-07-03T09:07:31.048934,18
2023-07-03T09:22:38.123836,17
2023-07-03T09:37:46.41059,17
2023-07-03T09:52:51.962224,16
2023-07-03T10:08:01.206628,17
2023-07-03T10:23:09.039294,18
2023-07-03T10:38:19.036151,19
2023-07-03T10:53:28.875692,18
2023-07-03T11:08:35.662744,17
2023-07-03T11:23:41.094268,16
2023-07-03T11:38:48.702565,16
2023-07-03T11:53:57.876324,17
2023-07-03T12:09:03.054628,16
2023-07-03T12:24:09.451121,16
2023-07-03T12:39:17.664451,16
2023-07-03T12:54:25.118504,14
2023-07-03T13:09:33.999918,13
2023-07-03T13:24:39.704511,14
2023-07-03T13:39:45.048646,13
2023-07-03T13:54:52.198227,13
2023-07-03T14:09:57.683737,12
2023-07-03T14:25:06.009496,11
2023-07-03T14:40:13.024681,11
2023-07-03T14:55:21.329326,11
2023-07-03T15:10:27.685608,11
2023-07-03T15:25:34.384026,10
2023-07-03T15:40:40.730026,11
2023-07-03T15:55:48.461809,11
2023-07-03T16:10:53.875882,11
2023-07-03T16:26:01.572246,11
2023-07-03T16:41:08.576776,13
2023-07-03T16:56:16.277514,12
2023-07-03T17:11:21.636284,12
2023-07-03T17:26:28.451714,11
2023-07-03T17:41:35.779684,12
2023-07-03T17:56:42.293945,12
2023-07-03T18:11:48.970804,12
2023-07-03T18:26:54.369952,11
2023-07-03T18:42:01.53071,11
2023-07-03T18:57:09.060287,8
2023-07-03T19:12:15.932212,8
2023-07-03T19:27:22.493492,8
2023-07-03T19:42:30.180593,7
2023-07-03T19:57:36.576392,6
2023-07-03T20:12:43.309277,6
2023-07-03T20:27:52.324775,6
2023-07-03T20:43:00.548404,6
2023-07-03T20:58:07.351321,6
2023-07-03T21:13:15.952928,6
2023-07-03T21:28:22.892399,6
2023-07-03T21:43:30.059488,6
2023-07-03T21:58:36.825257,6
2023-07-03T22:13:43.876688,6
2023-07-03T22:28:50.730521,6
2023-07-03T22:43:57.685126,5
2023-07-03T22:59:04.204832,5
2023-07-03T23:14:09.574361,5
2023-07-03T23:29:17.511655,5
2023-07-03T23:44:25.253153,5
2023-07-03T23:59:32.956318,5
2023-07-04T00:14:40.564173,1
2023-07-04T00:29:47.737688,1
2023-07-04T00:44:54.732741,1
2023-07-04T01:00:02.307853,1
2023-07-04T01:15:09.644364,1
2023-07-04T01:30:17.42889,1
2023-07-04T01:45:24.452831,1
2023-07-04T02:00:31.911947,1
2023-07-04T02:15:39.644249,1
2023-07-04T02:30:46.361387,1
2023-07-04T02:45:53.303051,1
2023-07-04T03:00:59.477159,1
2023-07-04T03:16:07.114236,2
2023-07-04T03:31:16.10323,2
2023-07-04T03:46:21.656016,2
2023-07-04T04:01:28.511097,2
2023-07-04T04:16:35.487794,3
2023-07-04T04:31:42.743771,2
2023-07-04T04:46:48.302781,3
2023-07-04T05:01:55.345378,3
2023-07-04T05:17:03.362121,3
2023-07-04T05:32:10.421959,3
2023-07-04T05:47:18.633871,3
2023-07-04T06:02:25.881477,4
2023-07-04T06:17:33.69873,5
2023-07-04T06:32:39.171054,7
2023-07-04T06:47:47.240032,8
2023-07-04T07:02:55.977107,9
2023-07-04T07:18:02.303836,8
2023-07-04T07:33:09.104306,8
2023-07-04T07:48:19.078341,10
2023-07-04T08:03:26.124198,11
2023-07-04T08:18:32.088204,12
2023-07-04T08:33:37.621965,12
2023-07-04T08:48:43.815833,14
2023-07-04T09:03:49.343339,14
2023-07-04T09:18:54.616678,16
2023-07-04T09:34:00.477048,19
2023-07-04T09:49:05.62732,20
2023-07-04T10:04:15.126611,20
2023-07-04T10:19:23.469825,20
2023-07-04T10:34:31.17827,22
2023-07-04T10:49:36.864952,20
2023-07-04T11:04:42.120028,20
2023-07-04T11:19:49.668224,20
2023-07-04T11:34:55.000295,21
2023-07-04T11:50:03.781329,20
2023-07-04T12:05:12.861248,20
2023-07-04T12:20:21.682259,17
2023-07-04T12:35:29.785846,16
2023-07-04T12:50:36.017989,12
2023-07-04T13:05:43.016295,12
2023-07-04T13:20:47.893719,12
2023-07-04T13:35:52.789739,13
2023-07-04T13:50:57.321227,12
2023-07-04T14:06:02.458678,12
2023-07-04T14:21:07.678576,12
2023-07-04T14:36:13.283479,12
2023-07-04T14:51:21.825219,12
2023-07-04T15:06:26.798125,12
2023-07-04T15:21:31.706001,13
2023-07-04T15:36:36.778822,12
2023-07-04T15:51:41.708262,13
2023-07-04T16:06:46.493955,12
2023-07-04T16:21:52.812403,12
2023-07-04T16:36:57.356476,11
2023-07-04T16:52:02.227814,11
2023-07-04T17:07:09.816658,12
2023-07-04T17:22:15.81436,12
2023-07-04T17:37:20.568783,11
2023-07-04T17:52:25.336106,11
2023-07-04T18:07:30.111263,10
2023-07-04T18:22:36.132249,8
2023-07-04T18:53:18.379154,7
2023-07-04T19:08:22.318258,7
2023-07-04T19:23:26.992302,7
2023-07-04T19:38:31.864453,6
2023-07-04T19:53:36.593088,6
2023-07-04T20:08:41.34965,5
2023-07-04T20:23:46.172268,5
2023-07-04T20:38:50.743176,5
2023-07-04T20:53:55.696101,5
2023-07-04T21:09:00.524244,5
2023-07-04T21:24:05.329988,5
2023-07-04T21:39:10.339652,5
2023-07-04T21:54:15.430921,5
2023-07-04T22:09:20.518089,5
2023-07-04T22:24:25.480443,5
2023-07-04T22:39:30.229648,5
2023-07-04T22:54:35.211923,5
2023-07-04T23:09:40.030611,5
2023-07-04T23:24:44.794747,5
2023-07-04T23:39:49.526322,5
2023-07-04T23:54:54.376234,5
2023-07-05T00:09:59.143408,1
2023-07-05T00:25:04.005584,1
2023-07-05T00:40:08.556942,1
2023-07-05T00:55:13.832111,1
2023-07-05T01:10:20.089213,1
2023-07-05T01:25:25.130192,1
2023-07-05T01:40:30.010244,1
2023-07-05T01:55:35.043283,1
2023-07-05T02:10:40.271213,1
2023-07-05T02:25:44.821749,1
2023-07-05T02:40:49.586173,1
2023-07-05T02:55:54.11818,1
2023-07-05T03:10:59.091878,1
2023-07-05T03:26:03.898453,1
2023-07-05T03:41:08.795186,1
2023-07-05T03:56:13.883115,1
2023-07-05T04:11:19.624281,1
2023-07-05T04:26:24.47615,1
2023-07-05T04:41:29.076306,1
2023-07-05T04:56:34.032241,2
2023-07-05T05:11:38.642717,2
2023-07-05T05:26:43.477469,2
2023-07-05T05:41:48.575663,3
2023-07-05T05:56:53.206474,4
2023-07-05T06:11:58.423199,6
2023-07-05T06:27:04.151896,8
2023-07-05T06:42:09.354976,11
2023-07-05T06:57:14.396627,11
2023-07-05T07:12:20.732113,12
2023-07-05T07:27:25.662471,14
2023-07-05T07:42:30.97201,16
2023-07-05T07:57:35.946481,16
2023-07-05T08:12:40.922549,18
2023-07-05T08:27:50.919645,19
2023-07-05T08:42:59.189893,19
2023-07-05T08:58:04.660233,21
2023-07-05T09:13:10.090475,21
2023-07-05T09:28:16.676892,20
2023-07-05T09:43:23.718623,19
2023-07-05T09:58:29.10456,18
2023-07-05T10:13:34.312997,18
2023-07-05T10:28:39.485682,18
2023-07-05T10:43:44.587548,16
2023-07-05T10:58:49.797401,14
2023-07-05T11:13:55.95679,14
2023-07-05T11:29:01.742116,12
2023-07-05T11:44:06.593874,11
2023-07-05T11:59:12.127687,11
2023-07-05T12:14:17.621314,10
2023-07-05T12:29:24.886109,11
2023-07-05T12:44:30.041064,10
2023-07-05T12:59:34.991826,10
2023-07-05T13:14:40.066615,10
2023-07-05T13:29:45.997844,9
2023-07-05T13:44:50.809236,6
2023-07-05T13:59:55.902703,6
2023-07-05T14:15:01.184071,8
2023-07-05T14:30:06.390657,10
2023-07-05T14:45:11.523889,10
2023-07-05T15:00:16.812456,9
2023-07-05T15:15:22.079928,11
2023-07-05T15:30:26.85946,11
2023-07-05T15:45:31.429008,10
2023-07-05T16:00:37.66692,10
2023-07-05T16:15:42.279759,9
2023-07-05T16:30:47.159364,10
2023-07-05T16:45:52.040248,11
2023-07-05T17:00:56.320446,10
2023-07-05T17:16:05.537381,11
2023-07-05T17:31:10.84217,10
2023-07-05T17:46:15.941689,9
2023-07-05T18:01:21.196723,9
2023-07-05T18:16:26.072643,8
2023-07-05T18:31:32.198741,7
2023-07-05T18:46:37.303786,6
2023-07-05T19:01:42.169078,6
2023-07-05T19:16:48.537589,6
2023-07-05T19:31:53.608501,6
2023-07-05T19:46:58.485298,6
2023-07-05T20:02:03.256161,5
2023-07-05T20:17:08.348408,4
2023-07-05T20:32:13.369901,4
2023-07-05T20:47:18.268252,4
2023-07-05T21:02:23.569097,4
2023-07-05T21:17:28.501773,4
2023-07-05T21:32:35.009135,4
2023-07-05T21:47:39.849639,4
2023-07-05T22:02:45.004335,4
2023-07-05T22:17:50.328809,4
2023-07-05T22:32:55.399027,4
2023-07-05T22:48:00.409153,4
2023-07-05T23:03:05.851113,0
2023-07-05T23:19:22.004382,4
2023-07-05T23:34:26.961245,4
2023-07-05T23:49:33.231402,4
2023-07-06T00:04:38.173759,1
2023-07-06T00:19:42.833758,1
2023-07-06T00:34:47.649203,1
2023-07-06T00:49:52.578822,1
2023-07-06T01:04:57.828036,1
2023-07-06T01:20:02.921385,1
2023-07-06T01:35:07.616185,1
2023-07-06T01:50:12.397559,1
2023-07-06T02:05:17.550159,1
2023-07-06T02:20:22.440152,1
2023-07-06T02:35:27.452077,1
2023-07-06T02:50:33.33921,1
2023-07-06T03:05:38.507252,1
2023-07-06T03:20:43.410615,1
2023-07-06T03:35:48.491753,1
2023-07-06T03:50:53.226557,1
2023-07-06T04:05:58.206654,1
2023-07-06T04:21:03.82906,1
2023-07-06T04:36:09.089052,1
2023-07-06T04:51:14.005517,1
2023-07-06T05:06:19.091696,1
2023-07-06T05:21:24.141801,1
2023-07-06T05:36:29.235087,1
2023-07-06T05:51:35.937418,1
2023-07-06T06:06:40.952521,2
2023-07-06T06:21:46.51393,3
2023-07-06T06:36:51.499685,5
2023-07-06T06:51:56.976272,6
2023-07-06T07:07:02.371368,0
2023-07-06T07:23:27.095555,9
2023-07-06T07:38:32.598322,10
2023-07-06T07:53:37.676256,9
2023-07-06T08:08:42.702413,10
2023-07-06T08:23:47.815477,11
2023-07-06T08:38:52.764247,13
2023-07-06T08:53:57.897313,13
2023-07-06T09:09:03.683545,18
2023-07-06T09:24:08.456975,20
2023-07-06T09:39:14.192358,20
2023-07-06T09:54:19.274674,21
2023-07-06T10:24:36.743239,23
2023-07-06T10:39:41.320863,24
2023-07-06T10:54:46.498994,24
2023-07-06T11:09:51.188136,23
2023-07-06T11:24:55.858654,23
2023-07-06T11:40:00.620345,22
2023-07-06T11:55:05.42526,22
2023-07-06T12:10:10.492816,22
2023-07-06T12:25:15.239468,21
2023-07-06T12:40:19.808517,20
2023-07-06T12:55:24.732772,18
2023-07-06T13:10:29.467023,18
2023-07-06T13:25:35.690865,17
2023-07-06T13:40:40.058042,17
2023-07-06T13:55:44.700445,14
2023-07-06T14:10:48.754497,14
2023-07-06T14:25:53.201509,14
2023-07-06T14:40:58.172816,13
2023-07-06T14:56:02.749249,13
2023-07-06T15:11:07.487261,14
2023-07-06T15:26:11.954706,15
2023-07-06T15:41:16.728182,13
2023-07-06T15:56:21.658969,11
2023-07-06T16:11:26.519143,11
2023-07-06T16:26:31.803562,13
2023-07-06T16:41:37.355116,13
2023-07-06T16:56:42.52646,13
2023-07-06T17:11:47.432187,14
2023-07-06T17:26:51.982045,13
2023-07-06T17:41:56.880707,13
2023-07-06T17:57:01.988399,13
2023-07-06T18:12:06.514238,13
2023-07-06T18:27:11.140274,13
2023-07-06T18:42:15.613652,12
2023-07-06T18:57:20.204704,11
2023-07-06T19:12:24.610184,11
2023-07-06T19:27:29.696255,10
2023-07-06T19:42:35.156946,9
2023-07-06T19:57:40.143907,8
2023-07-06T20:12:44.977003,6
2023-07-06T20:27:49.58564,5
2023-07-06T20:42:54.192211,4
2023-07-06T20:57:58.941341,4
2023-07-06T21:13:03.687782,5
2023-07-06T21:28:08.5363,5
2023-07-06T21:43:13.461558,5
2023-07-06T21:58:18.274382,5
2023-07-06T22:13:23.055175,5
2023-07-06T22:28:27.837969,5
2023-07-06T22:43:33.87066,5
2023-07-06T22:58:38.635691,5
2023-07-06T23:13:43.740051,5
2023-07-06T23:28:48.632849,5
2023-07-06T23:43:53.33305,5
2023-07-06T23:58:58.117504,5
2023-07-07T00:14:02.866938,1
2023-07-07T00:29:07.576424,1
2023-07-07T00:44:12.132412,1
2023-07-07T00:59:16.874956,1
2023-07-07T01:14:21.358504,1
2023-07-07T01:29:26.931016,1
2023-07-07T01:44:32.152047,1
2023-07-07T01:59:36.783742,1
2023-07-07T02:14:41.78494,1
2023-07-07T02:29:46.737469,1
2023-07-07T02:44:51.655696,1
2023-07-07T02:59:56.516277,1
2023-07-07T03:15:01.102821,1
2023-07-07T03:30:05.910939,1
2023-07-07T03:45:10.720776,2
2023-07-07T04:00:15.503762,1
2023-07-07T04:15:20.320216,1
2023-07-07T04:30:25.16811,1
2023-07-07T04:45:30.536547,2
2023-07-07T05:00:36.398215,3
2023-07-07T05:15:41.145512,4
2023-07-07T05:30:45.755159,5
2023-07-07T05:45:50.587391,6
2023-07-07T06:00:55.491759,8
2023-07-07T06:16:00.405552,11
2023-07-07T06:31:05.400777,15
2023-07-07T06:46:10.454413,15
2023-07-07T07:01:15.554987,19
2023-07-07T07:16:20.571852,22
2023-07-07T07:31:26.197094,23
2023-07-07T07:46:31.316224,28
2023-07-07T08:01:37.837259,32
2023-07-07T08:16:42.836216,32
2023-07-07T08:31:47.894125,32
2023-07-07T08:46:52.719767,34
2023-07-07T09:01:57.761337,35
2023-07-07T09:17:02.987666,37
2023-07-07T09:32:07.821772,34
2023-07-07T09:47:12.485292,33
2023-07-07T10:02:17.685032,34
2023-07-07T10:17:22.784225,33
2023-07-07T10:32:27.68287,32
2023-07-07T10:47:33.156118,29
2023-07-07T11:02:38.845763,29
2023-07-07T11:17:43.778873,27
2023-07-07T11:32:48.971921,26
2023-07-07T11:47:54.227231,24
2023-07-07T12:02:59.140224,23
2023-07-07T12:18:04.234347,23
2023-07-07T12:33:09.484635,22
2023-07-07T12:48:14.77379,21
2023-07-07T13:03:19.728187,22
2023-07-07T13:18:24.965579,22
2023-07-07T13:33:30.391139,21
2023-07-07T13:48:36.464914,18
2023-07-07T14:03:42.035596,17
2023-07-07T14:18:47.234973,15
2023-07-07T14:33:52.684636,15
2023-07-07T14:48:57.995364,14
2023-07-07T15:04:03.393046,13
2023-07-07T15:19:08.513765,12
2023-07-07T15:34:13.807305,13
2023-07-07T15:49:18.957027,13
2023-07-07T16:04:24.568324,14
2023-07-07T16:19:30.246825,16
2023-07-07T16:34:36.477742,14
2023-07-07T16:50:44.409438,14
2023-07-07T17:05:49.336836,14
2023-07-07T17:20:54.306107,14
2023-07-07T17:35:59.511475,13
2023-07-07T17:51:04.46321,12
2023-07-07T18:06:09.393948,10
2023-07-07T18:21:14.545931,9
2023-07-07T18:36:19.725564,9
2023-07-07T18:51:24.738059,7
2023-07-07T19:06:29.702348,5
2023-07-07T19:21:35.759725,5
2023-07-07T19:36:41.060631,4
2023-07-07T19:51:45.96999,4
2023-07-07T20:06:51.101333,3
2023-07-07T20:21:56.295179,3
2023-07-07T20:37:01.027055,3
2023-07-07T20:52:05.941788,2
2023-07-07T21:07:10.952775,2
2023-07-07T21:22:15.985769,1
2023-07-07T21:37:21.225524,1
2023-07-07T21:52:26.477615,1
2023-07-07T22:07:31.688664,1
2023-07-07T22:22:37.361192,1
2023-07-07T22:37:42.123356,1
2023-07-07T22:52:47.334449,1
2023-07-07T23:07:52.364825,1
2023-07-07T23:22:57.284875,1
2023-07-07T23:38:02.24336,1
2023-07-07T23:53:07.470241,1
2023-07-08T00:08:12.657964,1
2023-07-08T00:23:17.438255,1
2023-07-08T00:38:22.448489,1
2023-07-08T00:53:27.258776,1
2023-07-08T01:08:33.093611,1
2023-07-08T01:23:38.098942,1
2023-07-08T01:38:42.875236,1
2023-07-08T01:53:47.766233,1
2023-07-08T02:08:52.789317,1
2023-07-08T02:23:57.949078,2
2023-07-08T02:39:03.130822,2
2023-07-08T02:54:07.86554,2
2023-07-08T03:09:12.911705,2
2023-07-08T03:24:17.886837,2
2023-07-08T03:39:22.523706,2
2023-07-08T03:54:28.137006,3
2023-07-08T04:09:33.573142,4
2023-07-08T04:24:39.359099,4
2023-07-08T04:39:44.251955,5
2023-07-08T04:54:49.042888,6
2023-07-08T05:09:54.015881,6
2023-07-08T05:24:59.357255,6
2023-07-08T05:40:04.578182,8
2023-07-08T05:55:09.898759,9
2023-07-08T06:10:15.39609,10
2023-07-08T06:25:20.947394,11
2023-07-08T06:40:26.928178,13
2023-07-08T06:55:40.982967,15
2023-07-08T07:10:51.704342,18
2023-07-08T07:25:56.670733,18
2023-07-08T07:41:01.510768,22
2023-07-08T07:56:06.451097,23
2023-07-08T08:11:10.968317,27
2023-07-08T08:26:16.229275,30
2023-07-08T08:41:21.509575,33
2023-07-08T08:56:26.70432,33
2023-07-08T09:11:31.693444,36
2023-07-08T09:26:37.362518,33
2023-07-08T09:41:42.537038,34
2023-07-08T09:56:47.213228,35
2023-07-08T10:11:52.244347,35
2023-07-08T10:26:57.304227,34
2023-07-08T10:42:02.315588,34
2023-07-08T10:57:07.308349,33
2023-07-08T11:12:12.239016,32
2023-07-08T11:27:17.500646,30
2023-07-08T11:42:22.484563,29
2023-07-08T11:57:27.783757,29
2023-07-08T12:12:32.722383,29
2023-07-08T12:27:38.868219,26
2023-07-08T12:42:44.157034,25
2023-07-08T12:57:48.945002,27
2023-07-08T13:12:53.925516,24
2023-07-08T13:27:59.334559,22
2023-07-08T13:43:04.282162,22
2023-07-08T13:58:09.234038,18
2023-07-08T14:13:14.198862,15
2023-07-08T14:28:18.979152,13
2023-07-08T14:43:24.112432,11
2023-07-08T14:58:29.274359,10
2023-07-08T15:13:34.736833,10
2023-07-08T15:28:41.487119,9
2023-07-08T15:43:46.505333,9
2023-07-08T15:58:51.281458,8
2023-07-08T16:13:56.485364,8
2023-07-08T16:29:01.906428,5
2023-07-08T16:44:06.980308,6
2023-07-08T16:59:11.898826,6
2023-07-08T17:14:16.964616,6
2023-07-08T17:29:22.454834,6
2023-07-08T17:44:27.703069,5
2023-07-08T17:59:32.664176,5
2023-07-08T18:14:38.60307,4
2023-07-08T18:29:43.932041,3
2023-07-08T18:44:49.049373,2
2023-07-08T18:59:54.019522,2
2023-07-08T19:14:59.031051,2
2023-07-08T19:30:04.038713,2
2023-07-08T19:45:09.193266,2
2023-07-08T20:00:14.196599,1
2023-07-08T20:15:19.325049,1
2023-07-08T20:30:24.419467,1
2023-07-08T20:45:29.713092,1
2023-07-08T21:00:35.260858,1
2023-07-08T21:15:40.068684,1
2023-07-08T21:30:45.810927,1
2023-07-08T21:45:50.969305,1
2023-07-08T22:00:55.808135,1
2023-07-08T22:16:00.812287,1
2023-07-08T22:31:05.907024,1
2023-07-08T22:46:11.129503,1
2023-07-08T23:01:16.284222,1
2023-07-08T23:16:21.495332,1
2023-07-08T23:31:26.602215,1
2023-07-08T23:46:31.778946,1
2023-07-09T00:01:37.745156,1
2023-07-09T00:16:42.912285,1
2023-07-09T00:31:48.048927,1
2023-07-09T00:46:53.18272,1
2023-07-09T01:01:58.225777,1
2023-07-09T01:17:03.030742,1
2023-07-09T01:32:07.977489,2
2023-07-09T01:47:13.136283,2
2023-07-09T02:02:18.108356,2
2023-07-09T02:17:23.002418,2
